I:ECK,-0.00923
I:CLT,-0.17238
I:ARN,0.18305
I:HER,-0.14236
I:ELN,0.32175
I:AMP,0.55822
I:VIN,0.41666
I:SSL,0.08225
I:ITM,0.40203
I:EDNR,0.38283
I:FUL,-0.02283
I:MON,-1.0
