I:ECK,-0.00337
I:CLT,0.1303
I:ARN,0.0264
I:HER,0.11621
I:ELN,-0.0309
I:AMP,0.08401
I:VIN,0.25909
I:SSL,-0.01581
I:ITM,0.08946
I:EDNR,0.32363
I:FUL,0.02591
I:MON,-0.00492
