I:ECK,-0.00721
I:CLT,-0.18813
I:ARN,0.39525
I:HER,-0.15492
I:ELN,0.31714
I:AMP,0.7588
I:VIN,0.23868
I:SSL,0.095
I:ITM,0.48396
I:EDNR,0.0663
I:FUL,-0.00487
I:MON,-1.0
