I:ECK,0.00273
I:CLT,-0.26614
I:ARN,0.81701
I:HER,-0.65609
I:ELN,0.60657
I:AMP,0.94777
I:VIN,-0.02867
I:SSL,0.10104
I:ITM,0.43582
I:EDNR,-0.06444
I:FUL,-0.24156
I:MON,-0.65403
