I:ECK,-0.01865
I:CLT,-0.30836
I:ARN,0.90248
I:HER,-0.70313
I:ELN,0.67947
I:AMP,1.0
I:VIN,-0.04911
I:SSL,0.09774
I:ITM,0.49361
I:EDNR,-0.04303
I:FUL,-0.29342
I:MON,-0.75761
