I:ECK,-0.02169
I:CLT,-0.42464
I:ARN,0.67889
I:HER,-0.99737
I:ELN,0.93334
I:AMP,1.0
I:VIN,0.08545
I:SSL,0.1359
I:ITM,0.55989
I:EDNR,0.53102
I:FUL,-0.48078
I:MON,-1.0
