I:ECK,0.04958
I:CLT,0.09639
I:ARN,0.03371
I:HER,0.10775
I:ELN,0.00282
I:AMP,0.04637
I:VIN,0.20122
I:SSL,0.04142
I:ITM,0.11747
I:EDNR,0.19565
I:FUL,0.03457
I:MON,0.07306
